Buggy Code,Fixed Code,Bug Type,Severity,Frequency,Programming Language
for i in range(10) print(i),for i in range(10): print(i),NameError,Critical,58,Python
for i in range(10) print(i),for i in range(10): print(i),SyntaxError,Critical,220,Python
console.log('Hello'),console.log('Hello');,IndentationError,Critical,88,JavaScript
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",NameError,Critical,281,Python
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",LogicalError,Critical,378,C++
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",LogicalError,Critical,358,Java
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",AttributeError,High,394,C++
console.log('Hello'),console.log('Hello');,IndentationError,Low,74,JavaScript
console.log('Hello'),console.log('Hello');,IndexError,Low,434,JavaScript
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",IndentationError,Low,216,C++
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",IndentationError,High,393,Python
"def add(a, b)
    return a + b","def add(a, b):
    return a + b",NameError,Critical,306,Python
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",LogicalError,Low,236,Python
printf('Hello'),printf('Hello');,IndexError,Low,284,C
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",SyntaxError,High,241,Python
"def add(a, b)
    return a + b","def add(a, b):
    return a + b",SyntaxError,Low,342,Python
printf('Hello'),printf('Hello');,SyntaxError,Critical,214,C
for i in range(10) print(i),for i in range(10): print(i),NameError,Critical,159,Python
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",IndentationError,Low,231,Python
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",AttributeError,High,185,Java
for i in range(10) print(i),for i in range(10): print(i),LogicalError,Medium,66,Python
printf('Hello'),printf('Hello');,IndexError,Medium,486,C
for i in range(10) print(i),for i in range(10): print(i),AttributeError,Low,487,Python
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",SyntaxError,Critical,485,Python
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",TypeError,Medium,426,Python
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",IndexError,High,390,C++
printf('Hello'),printf('Hello');,NameError,Critical,75,C
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",AttributeError,High,96,Python
console.log('Hello'),console.log('Hello');,IndexError,Low,466,JavaScript
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",AttributeError,Low,225,C++
printf('Hello'),printf('Hello');,IndentationError,Low,279,C
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",NameError,High,313,Python
for i in range(10) print(i),for i in range(10): print(i),TypeError,Critical,323,Python
console.log('Hello'),console.log('Hello');,NameError,Low,373,JavaScript
printf('Hello'),printf('Hello');,IndentationError,Medium,154,C
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",LogicalError,Critical,272,Python
printf('Hello'),printf('Hello');,TypeError,Critical,227,C
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",IndentationError,Medium,151,Python
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",IndentationError,Low,474,Python
printf('Hello'),printf('Hello');,LogicalError,Critical,238,C
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",SyntaxError,Medium,247,C++
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",IndexError,Low,329,Python
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",LogicalError,Medium,308,C++
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",NameError,Low,402,Java
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",AttributeError,Low,298,C++
"def add(a, b)
    return a + b","def add(a, b):
    return a + b",IndexError,Low,286,Python
"def add(a, b)
    return a + b","def add(a, b):
    return a + b",LogicalError,High,329,Python
"def add(a, b)
    return a + b","def add(a, b):
    return a + b",NameError,Medium,478,Python
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",NameError,High,227,Python
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",NameError,High,424,C++
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",IndexError,Medium,445,Java
console.log('Hello'),console.log('Hello');,AttributeError,Critical,242,JavaScript
console.log('Hello'),console.log('Hello');,IndexError,Medium,261,JavaScript
printf('Hello'),printf('Hello');,AttributeError,Critical,463,C
console.log('Hello'),console.log('Hello');,IndentationError,Low,486,JavaScript
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",LogicalError,Critical,65,Java
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",IndentationError,High,269,Java
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",AttributeError,Low,163,Java
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",LogicalError,Critical,292,Python
for i in range(10) print(i),for i in range(10): print(i),LogicalError,High,298,Python
for i in range(10) print(i),for i in range(10): print(i),SyntaxError,Medium,396,Python
printf('Hello'),printf('Hello');,AttributeError,Low,255,C
for i in range(10) print(i),for i in range(10): print(i),AttributeError,Critical,217,Python
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",IndentationError,Medium,265,Python
console.log('Hello'),console.log('Hello');,AttributeError,Low,218,JavaScript
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",TypeError,Low,254,Java
console.log('Hello'),console.log('Hello');,SyntaxError,High,399,JavaScript
console.log('Hello'),console.log('Hello');,IndentationError,Medium,221,JavaScript
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",TypeError,Critical,239,Python
for i in range(10) print(i),for i in range(10): print(i),IndentationError,High,206,Python
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",IndexError,Critical,379,Java
for i in range(10) print(i),for i in range(10): print(i),AttributeError,Medium,156,Python
printf('Hello'),printf('Hello');,NameError,High,196,C
"def add(a, b)
    return a + b","def add(a, b):
    return a + b",LogicalError,Critical,281,Python
console.log('Hello'),console.log('Hello');,LogicalError,Medium,366,JavaScript
console.log('Hello'),console.log('Hello');,LogicalError,Low,444,JavaScript
console.log('Hello'),console.log('Hello');,IndexError,Critical,102,JavaScript
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",TypeError,Critical,373,Python
for i in range(10) print(i),for i in range(10): print(i),TypeError,Critical,123,Python
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",IndentationError,Critical,353,Python
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",TypeError,Critical,103,Python
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",SyntaxError,Critical,96,Java
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",LogicalError,Low,464,C++
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",NameError,Medium,140,Python
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",TypeError,High,486,C++
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",IndexError,High,314,Python
printf('Hello'),printf('Hello');,AttributeError,Medium,495,C
"def add(a, b)
    return a + b","def add(a, b):
    return a + b",LogicalError,High,395,Python
for i in range(10) print(i),for i in range(10): print(i),TypeError,High,217,Python
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",IndentationError,High,128,C++
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",SyntaxError,High,172,Python
for i in range(10) print(i),for i in range(10): print(i),IndentationError,High,436,Python
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",IndentationError,Medium,400,Java
console.log('Hello'),console.log('Hello');,IndexError,Medium,338,JavaScript
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",NameError,Critical,436,Python
"def add(a, b)
    return a + b","def add(a, b):
    return a + b",TypeError,High,182,Python
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",IndentationError,Medium,93,C++
printf('Hello'),printf('Hello');,AttributeError,High,469,C
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",IndentationError,High,461,Python
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",NameError,High,126,C++
console.log('Hello'),console.log('Hello');,TypeError,Low,410,JavaScript
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",AttributeError,Low,386,Python
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",SyntaxError,Critical,121,C++
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",SyntaxError,Medium,276,C++
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",SyntaxError,Critical,447,Python
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",NameError,Critical,323,Java
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",NameError,Low,221,Python
for i in range(10) print(i),for i in range(10): print(i),IndentationError,High,368,Python
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",AttributeError,Medium,410,Java
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",IndexError,Low,74,Java
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",IndentationError,Critical,411,Python
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",TypeError,High,411,Java
printf('Hello'),printf('Hello');,IndexError,Medium,293,C
printf('Hello'),printf('Hello');,LogicalError,Critical,264,C
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",NameError,Medium,398,C++
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",IndentationError,Low,442,Java
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",NameError,Low,66,Java
printf('Hello'),printf('Hello');,NameError,Medium,183,C
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",AttributeError,Low,200,Python
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",SyntaxError,High,165,Python
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",AttributeError,High,399,Python
console.log('Hello'),console.log('Hello');,NameError,Critical,327,JavaScript
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",SyntaxError,Medium,425,Python
console.log('Hello'),console.log('Hello');,NameError,High,135,JavaScript
for i in range(10) print(i),for i in range(10): print(i),SyntaxError,Medium,409,Python
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",IndexError,Low,262,C++
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",LogicalError,Medium,216,Python
printf('Hello'),printf('Hello');,IndentationError,Critical,482,C
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",AttributeError,High,193,Python
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",AttributeError,Critical,383,Python
for i in range(10) print(i),for i in range(10): print(i),AttributeError,Critical,370,Python
for i in range(10) print(i),for i in range(10): print(i),AttributeError,Low,333,Python
printf('Hello'),printf('Hello');,IndentationError,Critical,284,C
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",IndexError,Medium,262,Python
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",SyntaxError,High,213,Python
printf('Hello'),printf('Hello');,IndentationError,Medium,485,C
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",TypeError,Low,332,Python
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",SyntaxError,Critical,417,Python
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",IndexError,Medium,451,Python
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",NameError,Low,335,C++
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",SyntaxError,High,425,C++
for i in range(10) print(i),for i in range(10): print(i),TypeError,Low,435,Python
for i in range(10) print(i),for i in range(10): print(i),LogicalError,Critical,500,Python
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",TypeError,Low,446,C++
"def add(a, b)
    return a + b","def add(a, b):
    return a + b",SyntaxError,Critical,273,Python
